id,current_age,retirement_age,gender,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards
77,99,67,Female,25336.00,51110.00,3781.00,709,8
1222,42,66,Female,14094.00,28738.00,48786.00,600,1
363,52,66,Female,23878.00,48686.00,113137.00,701,3
634,49,74,Female,24071.00,49079.00,6494.00,683,4
628,57,66,Male,52517.00,107075.00,75999.00,815,3
756,66,65,Female,28466.00,59251.00,29300.00,679,1
971,20,66,Female,19899.00,40572.00,0.00,732,5
111,25,65,Female,14717.00,30004.00,67526.00,738,3
312,18,68,Female,23383.00,47672.00,115371.00,767,4
1627,29,65,Male,18424.00,37568.00,53323.00,825,1
1359,35,70,Female,22084.00,45025.00,49878.00,691,2
174,23,69,Female,21899.00,44644.00,83108.00,716,3
420,22,62,Male,16252.00,33140.00,51305.00,744,1
488,34,69,Male,15758.00,32126.00,54351.00,745,2
7,74,61,Male,20919.00,32682.00,21379.00,650,3
863,60,68,Female,16877.00,34406.00,1636.00,774,3
1854,48,69,Male,23706.00,48337.00,70603.00,625,2
1041,48,62,Female,15950.00,32522.00,50155.00,639,1
1616,48,70,Male,46232.00,94260.00,39326.00,815,4
1805,38,68,Male,13053.00,26613.00,17008.00,718,2
1284,50,64,Female,19591.00,39947.00,57346.00,765,2
1735,56,66,Male,17942.00,36583.00,56310.00,614,6
1528,78,73,Female,17311.00,27992.00,1058.00,695,6
1278,19,70,Male,13938.00,28417.00,25959.00,684,3
591,50,60,Male,18861.00,38458.00,65836.00,696,3
97,69,60,Female,19596.00,32952.00,5077.00,765,1
31,51,65,Female,22348.00,45570.00,0.00,712,3
1380,37,66,Male,20815.00,42444.00,77510.00,736,2
1240,56,67,Female,15603.00,31814.00,43140.00,693,3
932,67,69,Male,16760.00,34172.00,71366.00,811,6
378,18,60,Female,18753.00,38241.00,81833.00,596,1
647,31,72,Female,13194.00,26900.00,74083.00,758,2
391,85,66,Female,19025.00,35270.00,1769.00,731,6
588,21,66,Male,23106.00,47109.00,76035.00,844,3
986,32,70,Male,23550.00,48010.00,87837.00,703,3
1944,62,65,Female,24218.00,49378.00,104480.00,740,4
185,47,67,Female,15175.00,30942.00,71066.00,779,3
1007,66,60,Male,25336.00,54654.00,27241.00,618,1
1110,21,60,Female,32325.00,65909.00,181261.00,673,2
